sample_id,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,molecule_ch1,extract_protocol_ch1,taxid_ch1,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_state,contact_zip/postal_code,contact_country,data_row_count,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,diabetes_label
GSM2159287,Pancreatic islet cell sample 1329,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773932,NONE,Control
GSM2159288,Pancreatic islet cell sample 1330,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773933,NONE,Control
GSM2159289,Pancreatic islet cell sample 1331,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773934,NONE,Control
GSM2159290,Pancreatic islet cell sample 1332,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773935,NONE,Control
GSM2159291,Pancreatic islet cell sample 1333,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773936,NONE,Control
GSM2159292,Pancreatic islet cell sample 1334,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773937,NONE,Control
GSM2159293,Pancreatic islet cell sample 1335,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773938,NONE,Control
GSM2159294,Pancreatic islet cell sample 1336,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773939,NONE,Control
GSM2159295,Pancreatic islet cell sample 1337,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773940,NONE,Control
GSM2159296,Pancreatic islet cell sample 1338,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773941,NONE,Control
GSM2159297,Pancreatic islet cell sample 1339,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773942,NONE,Control
GSM2159298,Pancreatic islet cell sample 1340,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773943,NONE,Control
GSM2159299,Pancreatic islet cell sample 1341,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773944,NONE,Control
GSM2159300,Pancreatic islet cell sample 1342,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773945,NONE,Control
GSM2159301,Pancreatic islet cell sample 1343,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773946,NONE,Control
GSM2159302,Pancreatic islet cell sample 1344,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773947,NONE,Control
GSM2159303,Pancreatic islet cell sample 1345,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773948,NONE,Control
GSM2159304,Pancreatic islet cell sample 1346,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773949,NONE,Control
GSM2159305,Pancreatic islet cell sample 1347,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773950,NONE,Control
GSM2159306,Pancreatic islet cell sample 1348,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773951,NONE,Control
GSM2159307,Pancreatic islet cell sample 1349,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773952,NONE,Control
GSM2159308,Pancreatic islet cell sample 1350,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773953,NONE,Control
GSM2159309,Pancreatic islet cell sample 1351,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773954,NONE,Control
GSM2159310,Pancreatic islet cell sample 1352,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773955,NONE,Control
GSM2159311,Pancreatic islet cell sample 1353,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773956,NONE,Control
GSM2159312,Pancreatic islet cell sample 1354,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773957,NONE,Control
GSM2159313,Pancreatic islet cell sample 1355,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773958,NONE,Control
GSM2159314,Pancreatic islet cell sample 1356,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773959,NONE,Control
GSM2159315,Pancreatic islet cell sample 1357,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773960,NONE,Control
GSM2159316,Pancreatic islet cell sample 1358,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773961,NONE,Control
GSM2159317,Pancreatic islet cell sample 1359,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773962,NONE,Control
GSM2159318,Pancreatic islet cell sample 1360,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773963,NONE,Control
GSM2159319,Pancreatic islet cell sample 1361,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773964,NONE,Control
GSM2159320,Pancreatic islet cell sample 1362,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773965,NONE,Control
GSM2159321,Pancreatic islet cell sample 1363,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773966,NONE,Control
GSM2159322,Pancreatic islet cell sample 1364,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773967,NONE,Control
GSM2159323,Pancreatic islet cell sample 1365,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773968,NONE,Control
GSM2159324,Pancreatic islet cell sample 1366,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773969,NONE,Control
GSM2159325,Pancreatic islet cell sample 1367,Public on Aug 31 2016,May 18 2016,May 15 2019,SRA,1,Pancreatic islets,Homo sapiens,cell subtype: alpha,total RNA,"Illumina NGS library was constructed with Nextera XT DNA Sample Prep kit (Illumina), according to the manufacturer’s recommendations (Protocol #100-7168 E1).",9606,Supplementary_files_format_and_content: tab-delimited text files include RPKM values for each sample,GPL16791,"Yurong,,Xin",yurong.xin@regeneron.com,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,Tarrytown,NY,10598,USA,0,Illumina HiSeq 2500,cDNA,transcriptomic,RNA-Seq,SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX1773970,NONE,Control
